Coluna;Ano
Município;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;Total
Rs-Capao da Canoa;707;579;723;701;779;770;719;839;1189;1337;1392;1421;1326;1248;1082;903;880;662;872;691;18820
Rs-Capao do Cipo;4;3;2;1;0;1;0;0;3;1;7;17;0;0;1;0;0;0;0;0;40
Rs-Capao do Leao;316;249;215;349;478;336;390;445;330;308;390;418;239;228;145;34;176;25;32;15;5118
Rs-Capivari do Sul;9;9;15;9;26;29;21;17;15;40;25;24;21;37;20;8;6;10;11;11;363
Rs-Capela de Santana;4;3;5;22;8;38;24;40;18;19;42;16;5;13;17;11;3;3;0;6;297
Rs-Capitao;31;41;55;33;38;52;46;48;48;41;18;15;4;1;4;0;0;0;0;0;475
Rs-Carazinho;569;506;445;329;322;396;490;523;606;735;612;646;354;351;350;277;296;393;311;328;8839
Rs-Caraa;13;10;9;21;6;3;2;4;1;5;16;4;1;1;0;0;0;0;0;3;99
Rs-Carlos Barbosa;485;568;512;490;373;413;477;555;614;733;491;559;417;358;411;331;374;366;291;345;9163
Rs-Carlos Gomes;13;30;20;0;6;2;3;0;0;0;0;0;0;0;1;0;0;0;0;0;75
Rs-Casca;56;42;53;69;109;64;67;90;58;67;60;44;27;21;20;21;21;38;24;13;964
Rs-Caseiros;10;8;6;8;0;0;2;3;0;1;13;66;14;8;6;0;5;12;3;6;171
Rs-Catuipe;13;4;1;10;4;1;6;4;4;0;2;4;2;3;12;4;0;2;6;1;83
Rs-Caxias do Sul;3318;3315;3723;3803;4158;4713;6126;6260;6133;6514;5992;5412;4702;4224;3724;3653;3251;3272;3064;3570;88927
Rs-Centenario;26;0;0;20;13;11;11;15;0;0;0;0;0;0;0;0;0;0;0;0;96
Rs-Cerrito;0;1;0;2;2;2;2;1;4;5;7;5;1;1;0;0;0;0;0;0;33
Rs-Cerro Branco;0;2;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;6
Rs-Cerro Grande;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;0;0;0;0;5
Rs-Cerro Grande do Sul;2;2;5;3;16;22;20;16;10;3;10;0;0;0;0;0;1;1;0;0;111
Rs-Cerro Largo;24;45;48;53;29;48;56;62;59;97;95;71;49;103;63;27;53;37;19;46;1084
Rs-Chapada;21;17;13;17;19;28;34;33;33;34;35;19;114;76;87;55;41;42;24;47;789
Rs-Charqueadas;270;220;136;112;170;100;114;86;88;108;175;75;81;145;105;136;118;258;179;176;2852
Rs-Charrua;0;0;0;1;1;2;4;4;3;3;1;0;1;0;0;35;0;0;0;0;55
Rs-Chiapetta;15;13;10;12;13;9;6;4;3;7;10;10;6;0;4;4;0;0;2;0;128
Rs-Chui;5;12;8;12;12;7;10;9;11;2;1;1;8;13;0;1;1;35;9;5;162
Rs-Chuvisca;0;0;0;0;13;2;4;9;0;1;76;11;0;0;0;0;0;5;0;0;121
Rs-Cidreira;19;17;23;31;9;46;22;25;20;18;34;15;15;10;11;14;4;7;9;16;365
Rs-Ciriaco;2;6;9;18;9;2;5;7;0;8;3;3;1;1;0;10;3;0;3;5;95
Rs-Colinas;0;0;1;7;11;2;13;9;7;14;17;32;3;0;0;0;0;0;6;5;127
Rs-Colorado;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1;0;0;0;9
Rs-Condor;32;27;22;48;53;36;47;51;54;24;30;39;11;10;4;0;0;31;24;22;565
Rs-Constantina;60;53;56;139;48;64;303;294;124;83;26;27;11;7;1;8;3;14;8;10;1339
Rs-Coqueiro Baixo;5;5;4;3;3;3;2;0;1;2;4;0;0;0;0;0;0;0;0;0;32
Rs-Coqueiros do Sul;0;0;2;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;6
Rs-Coronel Barros;1;6;7;13;5;6;20;9;8;10;11;6;2;2;1;0;0;1;3;1;112
Rs-Coronel Bicaco;0;2;0;1;1;12;1;1;0;1;2;9;21;1;1;0;0;1;0;0;54
Rs-Coronel Pilar;16;11;9;0;0;0;4;2;1;1;0;0;0;0;0;0;0;0;0;0;44
Rs-Cotipora;4;7;3;5;2;13;54;44;8;3;5;10;6;6;9;0;3;8;18;309;517
Rs-Coxilha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Crissiumal;84;65;59;49;53;69;60;123;123;118;182;118;36;14;25;19;17;31;21;18;1284
Rs-Cristal;24;18;22;14;18;22;15;18;19;68;62;50;24;52;22;64;12;73;7;1;605
Rs-Cristal do Sul;0;0;0;0;0;1;1;0;0;0;0;1;0;4;2;2;0;0;0;0;11
Rs-Cruz Alta;450;376;257;303;345;320;279;336;398;363;422;306;207;173;75;99;104;166;179;188;5346
Rs-Cruzaltense;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
Rs-Cruzeiro do Sul;45;32;33;64;96;88;124;189;227;275;274;168;242;56;28;54;29;63;29;20;2136
Rs-David Canabarro;1;2;1;0;0;1;0;5;0;2;0;0;0;3;9;3;1;1;1;3;33
Rs-Derrubadas;0;1;1;2;0;0;1;0;1;2;4;7;2;1;8;0;0;0;0;0;30
Rs-Dezesseis de Novembro;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Rs-Dilermando de Aguiar;29;27;31;28;33;31;32;37;29;35;36;4;0;0;0;0;0;0;0;5;357
Rs-Dois Irmaos;393;343;365;320;376;422;420;401;384;471;440;453;206;220;66;109;55;56;81;81;5662
Rs-Dois Irmaos das Missoes;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;3
Rs-Dois Lajeados;5;4;6;6;9;16;7;8;11;12;17;7;4;0;90;0;0;0;0;2;204
Rs-Dom Feliciano;0;0;0;0;0;1;3;7;7;25;18;60;70;49;0;0;1;3;0;0;244
Rs-Dom Pedro de Alcantara;4;7;7;6;10;6;9;8;7;5;14;287;0;0;0;0;1;3;4;3;381
Rs-Dom Pedrito;37;27;35;47;33;65;111;108;149;191;211;225;343;102;56;82;86;63;89;92;2152
Rs-Dona Francisca;56;58;89;116;80;53;70;62;33;7;9;0;3;0;0;0;5;4;2;8;655
Rs-Doutor Mauricio Cardoso;3;3;6;5;1;2;1;4;2;0;0;1;1;1;0;5;4;4;3;4;50
Rs-Doutor Ricardo;4;6;5;9;6;3;9;6;6;3;1;1;3;0;0;0;6;0;0;0;68
Rs-Eldorado do Sul;272;251;313;229;303;389;328;378;590;567;695;353;472;372;289;308;223;215;153;160;6860
Rs-Encantado;394;409;404;437;403;604;697;792;872;738;658;812;745;536;510;465;471;211;185;186;10529
Rs-Encruzilhada do Sul;27;10;11;9;13;12;13;7;11;1;5;3;9;21;12;10;5;9;165;151;504
Rs-Engenho Velho;0;2;5;4;4;6;5;7;2;3;3;1;0;0;0;0;3;4;2;2;53
Rs-Entre-Ijuis;57;30;10;9;17;11;24;25;6;3;14;13;29;12;12;7;23;21;41;53;417
Rs-Entre Rios do Sul;2;1;3;3;2;11;13;85;48;38;6;6;6;0;13;13;14;19;23;5;311
Rs-Erebango;1;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;6
Rs-Erechim;1610;1659;1883;2238;2466;2528;3548;3987;4437;4783;4785;3995;3439;3161;5255;3552;3463;2193;2814;2478;64274
Rs-Ernestina;2;2;4;1;2;4;13;11;9;18;22;14;11;3;0;0;0;4;6;2;128
Rs-Herval;4;0;0;0;1;1;15;0;2;0;0;0;0;0;0;0;0;0;0;0;23
Rs-Erval Grande;26;31;26;12;35;8;50;43;10;11;2;0;0;0;0;0;0;0;0;0;254
Rs-Erval Seco;10;7;6;8;3;1;3;2;2;1;0;13;4;5;2;3;2;2;4;1;79
Rs-Esmeralda;6;5;4;11;5;4;9;8;5;6;7;7;6;0;14;3;2;3;56;63;224
Rs-Esperanca do Sul;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0;0;0;14
Rs-Espumoso;101;92;112;80;97;120;140;149;198;200;149;109;103;78;62;123;54;46;62;58;2133
Rs-Estacao;20;25;27;68;41;31;35;34;35;40;40;44;47;38;24;14;20;30;26;5;644
Rs-Estancia Velha;840;501;557;677;801;658;825;1045;1114;955;887;617;517;410;269;253;194;120;97;131;11468
Rs-Esteio;1423;899;945;780;868;822;981;1089;1068;1223;1037;989;637;671;509;415;360;336;454;435;15941
Rs-Estrela;638;600;396;409;688;694;653;1086;809;988;683;582;490;508;407;386;344;291;298;232;11182
Rs-Estrela Velha;1;1;0;1;2;2;1;0;0;20;0;0;0;0;0;1;2;3;0;0;34
Rs-Eugenio de Castro;1;1;1;4;4;32;193;23;1;187;0;116;2;2;26;79;15;9;7;26;729
Rs-Fagundes Varela;0;10;0;0;1;2;2;2;4;5;5;0;3;4;25;54;62;32;6;3;220
Rs-Farroupilha;508;471;566;547;502;607;708;614;664;632;537;451;500;706;386;299;313;265;301;279;9856
Rs-Faxinal do Soturno;56;54;32;32;33;43;35;63;60;63;48;40;26;22;13;16;20;19;22;35;732
Rs-Faxinalzinho;6;10;5;5;7;22;19;18;10;14;10;4;0;5;0;0;0;0;0;0;135
Rs-Fazenda Vilanova;7;6;8;9;13;3;5;11;4;1;0;14;5;0;0;0;2;1;1;2;92
Rs-Feliz;65;82;78;33;51;56;55;74;50;64;40;29;18;20;19;11;27;15;12;8;807
Rs-Flores da Cunha;566;496;473;494;360;582;525;552;332;450;309;247;224;209;96;76;58;104;44;53;6250
Rs-Floriano Peixoto;0;0;0;0;0;1;0;0;1;1;4;4;0;0;0;0;0;0;0;0;11
Rs-Fontoura Xavier;7;14;13;20;11;18;26;21;20;17;22;24;8;4;4;3;0;4;0;8;244
Rs-Formigueiro;1;3;26;1;4;12;3;5;5;0;10;6;3;3;2;2;1;0;0;0;87
Rs-Forquetinha;3;1;1;3;4;7;4;7;1;8;11;8;20;8;7;1;1;2;1;0;98
Rs-Fortaleza dos Valos;0;0;1;2;3;4;0;0;0;2;0;0;0;0;0;0;0;5;6;1;24
Rs-Frederico Westphalen;392;440;433;417;499;485;442;571;747;706;597;531;395;314;243;273;282;219;251;225;8462
Rs-Garibaldi;389;378;378;365;385;404;465;405;471;465;453;407;327;271;266;241;206;210;182;151;6819
Rs-Garruchos;1;1;1;4;6;11;8;6;9;3;13;5;0;3;0;0;2;0;0;27;100
Rs-Gaurama;23;36;32;29;24;24;29;23;7;0;0;0;0;0;2;0;0;0;1;0;230
Rs-General Camara;15;10;7;10;10;15;6;35;97;12;34;156;1;2;4;0;0;4;0;4;422
Rs-Gentil;0;0;0;0;0;3;1;1;1;2;0;0;0;0;0;0;0;0;6;6;20
Rs-Getulio Vargas;221;171;127;145;170;203;196;201;183;201;151;143;145;167;151;120;150;119;110;91;3165
Rs-Girua;159;191;207;74;68;89;75;83;54;150;143;146;140;92;88;69;47;57;171;52;2155
Rs-Glorinha;117;74;73;150;142;94;102;187;207;195;158;222;200;141;297;238;195;115;122;171;3200
Rs-Gramado;615;559;640;665;847;984;861;850;942;965;1007;639;594;551;674;784;673;443;451;425;14169
Rs-Gramado dos Loureiros;2;5;3;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;20
Rs-Gramado Xavier;0;1;0;0;0;0;0;0;1;4;0;1;0;0;0;0;0;0;0;0;7
Rs-Gravatai;1599;1511;1655;1739;1866;1636;1813;1994;1642;1616;1518;1304;1783;1573;1344;745;1048;826;975;1249;29436
Rs-Guabiju;4;2;0;5;1;1;1;0;0;0;1;1;0;3;0;0;1;5;0;0;25
Rs-Guaiba;899;633;957;722;462;347;613;5147;1434;548;551;565;474;521;418;832;398;298;317;288;16424
Rs-Guapore;402;453;394;363;362;293;376;444;323;412;356;277;278;390;281;242;242;95;157;157;6297
Rs-Guarani das Missoes;4;1;2;5;13;7;20;35;30;41;19;15;9;23;7;0;0;0;11;7;249
Rs-Harmonia;6;10;19;17;52;64;34;55;9;4;4;2;6;21;12;55;17;17;15;0;419
Rs-Herveiras;0;0;0;0;0;0;3;3;3;3;3;2;0;1;2;0;0;0;0;0;20
Rs-Horizontina;87;79;86;82;85;84;118;133;55;66;58;41;32;36;36;74;72;49;42;53;1368
Rs-Hulha Negra;1;1;2;3;6;5;1;10;2;4;6;0;0;0;0;0;0;0;2;4;47
Rs-Humaita;23;24;20;16;9;21;15;3;11;15;17;19;14;20;16;7;10;14;6;5;285
Rs-Ibarama;0;0;0;0;0;0;1;3;2;0;0;0;3;0;0;4;0;1;4;7;25
Rs-Ibiaca;16;15;14;22;23;20;24;32;32;11;19;13;10;0;2;4;0;0;4;7;268
Rs-Ibiraiaras;6;8;13;12;14;21;27;37;29;45;46;26;13;28;18;18;14;17;16;20;428
Rs-Ibirapuita;4;2;2;3;1;2;2;1;1;0;0;0;0;8;0;0;1;0;0;2;29
Rs-Ibiruba;182;127;240;237;184;183;192;209;195;201;165;108;96;74;69;57;226;89;72;73;2979
Rs-Igrejinha;600;627;536;353;357;332;362;465;457;395;289;225;184;165;156;172;178;361;108;108;6430
Rs-Ijui;980;1025;955;837;832;801;902;892;1356;1067;1146;982;774;589;363;377;398;416;335;380;15407
Rs-Ilopolis;4;2;4;3;2;8;16;9;10;6;10;4;5;9;5;4;6;5;5;6;123
Rs-Imbe;86;63;61;70;72;102;95;145;138;199;145;138;27;17;21;17;8;16;12;11;1443
Rs-Imigrante;1;1;1;2;4;3;2;3;0;0;0;4;0;6;1;1;1;4;2;2;38
Rs-Independencia;0;0;1;1;3;2;9;5;1;2;0;0;0;0;1;0;0;12;3;4;44
Rs-Inhacora;3;1;1;2;2;1;0;0;0;0;0;0;2;3;0;0;0;0;0;0;15
Rs-Ipe;5;4;11;13;16;16;20;34;20;14;3;3;5;0;0;2;4;5;6;9;190
Rs-Ipiranga do Sul;4;2;2;1;2;2;3;3;0;5;0;0;0;0;2;0;0;0;0;0;26
Rs-Irai;9;5;3;5;4;4;9;15;10;14;2;4;5;18;11;2;13;2;1;10;146
Rs-Itaara;12;16;12;40;26;22;26;30;27;10;41;24;19;25;15;1;8;11;19;22;406
Rs-Itacurubi;0;7;0;0;0;0;2;5;4;82;28;50;0;0;0;0;0;0;0;0;178
Rs-Itapuca;7;9;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;34
Rs-Itaqui;158;154;40;51;63;69;86;103;118;120;14;18;41;62;23;4;13;32;163;39;1371
Rs-Itati;4;6;4;2;0;23;28;25;28;28;29;39;46;38;18;157;72;7;0;0;554
Rs-Itatiba do Sul;0;0;0;0;0;2;1;0;0;0;0;2;2;4;134;101;88;0;0;0;334
Rs-Ivora;0;0;2;0;1;2;0;0;0;18;0;0;3;0;0;0;2;4;47;129;208
Rs-Ivoti;627;323;428;980;334;430;516;482;416;280;374;491;192;152;59;62;52;62;60;62;6382
Rs-Jaboticaba;0;0;0;0;0;0;1;2;2;0;0;0;9;13;0;2;7;0;0;0;36
Rs-Jacuizinho;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;6
Rs-Jacutinga;11;15;15;1;4;12;15;30;10;17;17;28;13;10;5;0;0;0;0;0;203
Rs-Jaguarao;34;22;21;32;38;58;69;97;94;75;45;55;53;133;81;35;23;11;37;55;1068
Rs-Jaguari;31;19;29;11;23;13;21;22;19;16;22;13;16;29;24;12;5;10;15;7;357
Rs-Jaquirana;4;0;0;3;3;4;3;3;3;4;20;30;26;7;0;0;0;1;1;4;116
Rs-Jari;0;0;0;0;0;0;0;16;0;0;0;3;0;0;3;3;0;1;0;0;26
Rs-Joia;0;0;0;1;1;1;1;3;7;3;1;4;1;4;2;13;34;7;19;25;127
Rs-Julio de Castilhos;76;68;86;95;128;139;133;133;96;96;84;70;159;21;45;0;10;18;26;12;1495
Rs-Lagoa Bonita do Sul;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2
Rs-Lagoao;0;0;0;0;1;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;8
Rs-Lagoa dos Tres Cantos;3;0;0;0;0;1;2;5;0;0;0;0;0;1;0;0;0;0;0;0;12
Rs-Lagoa Vermelha;169;139;140;178;206;212;226;244;237;234;416;183;154;125;180;126;105;137;57;83;3551
Rs-Lajeado;1822;1756;1751;1777;1913;2110;2324;2310;2194;2135;2094;2017;1474;1318;1125;1060;832;1107;997;1017;33133
Rs-Lajeado do Bugre;8;4;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;17
Rs-Lavras do Sul;6;0;14;5;9;3;4;4;13;21;31;79;92;2;10;3;2;2;2;3;305
Rs-Liberato Salzano;0;1;1;0;0;0;1;1;6;7;7;13;11;8;2;0;1;2;2;4;67
Rs-Lindolfo Collor;49;36;22;47;16;21;21;32;27;12;18;3;3;9;9;6;4;3;0;0;338
Rs-Linha Nova;2;7;5;20;21;34;5;7;5;8;9;13;17;8;4;0;3;1;6;6;181
Rs-Machadinho;31;40;44;78;74;93;52;36;8;9;0;0;4;0;0;1;0;0;10;6;486
Rs-Macambara;0;1;1;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;7
Rs-Mampituba;3;0;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Rs-Manoel Viana;0;3;0;2;1;1;3;3;2;5;7;10;3;5;7;28;87;1;27;41;236
Rs-Maquine;0;1;1;1;1;1;6;23;5;8;35;41;759;858;409;676;1065;13;15;19;3937
Rs-Marata;4;7;4;6;5;3;4;27;34;44;48;45;55;28;5;8;13;9;7;6;362
Rs-Marau;707;670;747;529;525;587;1101;1043;1085;878;871;1011;834;780;630;666;488;482;378;423;14435
Rs-Marcelino Ramos;32;25;30;29;28;21;36;27;45;40;23;4;19;12;35;23;19;27;23;25;523
Rs-Mariana Pimentel;2;0;0;0;0;1;1;0;0;3;3;4;3;2;1;1;0;5;3;0;29
Rs-Mariano Moro;6;5;5;3;2;2;1;4;2;2;2;2;0;0;0;0;0;0;8;1;45
Rs-Marques de Souza;28;24;34;38;25;27;21;29;26;25;28;21;19;10;13;12;11;45;13;53;502
Rs-Mata;0;0;4;6;10;3;3;11;9;10;15;22;7;5;9;0;14;1;2;8;139
Rs-Mato Castelhano;0;0;0;0;4;2;0;3;1;0;0;0;0;0;2;0;0;0;0;0;12
Rs-Mato Leitao;62;50;55;30;37;33;43;45;58;62;52;10;29;16;3;6;5;7;0;0;603
Rs-Mato Queimado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6
Rs-Maximiliano de Almeida;1;5;13;5;6;2;2;4;2;0;0;0;0;1;0;1;13;0;0;0;55
Rs-Minas do Leao;20;48;33;22;42;31;28;39;32;6;8;2;1;2;3;2;4;4;6;6;339
Rs-Miraguai;0;3;3;0;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;19
Rs-Montauri;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Rs-Monte Alegre dos Campos;2;0;0;0;0;0;0;1;2;89;269;51;0;0;0;0;0;0;0;0;414
Rs-Monte Belo do Sul;3;2;3;1;2;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;19
Rs-Montenegro;1225;817;513;361;251;277;427;577;746;735;488;482;431;479;521;437;418;393;353;415;10346
Rs-Mormaco;3;1;3;0;4;9;14;12;1;1;3;0;2;4;2;0;57;58;42;81;297
Rs-Morrinhos do Sul;2;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;8
Rs-Morro Redondo;1;1;1;1;1;0;13;14;6;5;3;16;0;0;2;0;2;0;0;0;66
Rs-Morro Reuter;28;16;21;28;10;41;19;20;4;5;3;4;7;0;0;0;0;0;1;9;216
Rs-Mostardas;4;3;0;1;1;2;6;8;12;12;9;9;8;13;7;6;7;7;7;9;131
Rs-Mucum;18;16;7;11;18;27;30;40;28;32;29;40;33;8;6;8;5;8;11;17;392
Rs-Muitos Capoes;0;0;0;0;0;4;0;0;0;0;0;2;0;1;1;2;2;0;1;1;14
Rs-Muliterno;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
Rs-Nao-Me-Toque;269;234;210;117;153;92;119;236;259;206;212;187;130;77;113;70;100;184;125;84;3177
Rs-Nicolau Vergueiro;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3
Rs-Nonoai;6;5;5;13;21;28;32;46;52;55;56;62;6;1;84;6;7;4;20;11;520
Rs-Nova Alvorada;102;23;20;24;31;12;9;8;2;2;2;3;11;4;5;5;6;10;3;9;291
Rs-Nova Araca;14;46;16;13;20;18;23;26;20;16;11;7;4;13;13;15;15;14;17;25;346
Rs-Nova Bassano;1521;1326;1423;1287;1038;1064;2081;2396;2722;1620;1681;1375;1016;946;756;721;626;544;449;451;25043
Rs-Nova Boa Vista;1;1;0;1;2;0;1;1;1;1;1;0;0;2;0;3;2;4;0;0;21
Rs-Nova Brescia;18;19;15;15;29;25;27;22;31;31;28;27;20;18;17;17;10;6;22;110;507
Rs-Nova Candelaria;33;34;37;28;40;15;29;30;25;28;24;20;13;8;5;7;11;6;2;0;395
Rs-Nova Esperanca do Sul;14;16;18;16;10;10;5;11;13;7;14;9;6;5;2;1;2;22;19;23;223
Rs-Nova Hartz;221;241;228;196;165;254;205;145;162;106;215;79;119;90;26;21;31;34;32;4;2574
Rs-Nova Padua;3;0;7;4;6;8;11;7;6;3;4;2;0;0;0;0;0;0;0;2;63
Rs-Nova Palma;22;27;34;17;30;24;23;19;35;6;18;27;16;17;5;26;17;4;9;12;388
Rs-Nova Petropolis;284;311;282;308;350;284;334;315;348;312;303;272;202;175;166;182;184;175;155;182;5124
Rs-Nova Prata;325;336;326;376;378;306;315;345;319;256;229;232;184;198;164;107;122;101;110;201;4930
Rs-Nova Ramada;6;8;5;7;2;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;32
Rs-Nova Roma do Sul;1;2;3;6;5;5;20;29;37;0;0;0;0;9;0;0;6;19;26;1;169
Rs-Nova Santa Rita;454;507;393;432;514;408;407;336;358;584;829;585;318;297;127;60;52;50;38;42;6791
Rs-Novo Cabrais;1;0;0;1;3;3;1;1;0;0;1;0;0;0;0;0;2;0;0;0;13
Rs-Novo Hamburgo;2012;1834;1970;2447;2756;2754;2551;2974;3255;3597;4861;3508;2308;2240;1642;1621;1559;3570;3316;3057;53832
Rs-Novo Machado;1;1;0;0;0;0;1;0;1;0;2;0;0;0;8;0;0;0;1;1;16
Rs-Novo Tiradentes;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;4
Rs-Novo Xingu;7;2;2;0;0;0;0;0;0;0;1;1;2;0;4;0;0;0;0;0;19
Rs-Novo Barreiro;14;26;21;7;6;4;4;0;0;22;14;4;6;1;0;0;0;0;0;0;129
Rs-Osorio;662;426;462;501;536;340;467;658;873;493;536;598;338;272;246;297;409;340;324;244;9022
Rs-Paim Filho;1;0;1;0;0;2;4;5;3;2;1;29;18;2;3;0;0;0;0;0;71
Rs-Palmares do Sul;11;9;9;9;12;10;22;37;45;95;58;34;7;7;9;5;14;8;17;4;422
Rs-Palmeira das Missoes;167;161;176;178;194;241;245;271;279;199;454;345;257;204;82;34;33;112;70;56;3758
Rs-Palmitinho;237;299;257;248;207;298;308;354;242;223;181;108;83;89;54;69;28;51;31;124;3491
Rs-Panambi;772;424;515;430;450;466;591;654;585;593;617;597;584;500;303;301;288;300;453;291;9714
Rs-Pantano Grande;33;23;33;68;97;68;43;30;37;9;5;0;11;75;73;15;24;26;161;61;892
Rs-Parai;168;143;139;121;101;96;107;151;106;98;115;75;69;65;62;53;26;17;19;32;1763
Rs-Paraiso do Sul;0;0;0;0;5;0;0;1;0;0;2;1;3;4;7;0;0;2;1;1;27
Rs-Pareci Novo;5;6;7;6;0;5;2;2;3;9;56;1;0;0;10;0;4;1;4;10;131
Rs-Parobe;1125;1519;590;299;307;284;371;366;266;299;401;447;182;149;69;43;66;54;65;57;6959
Rs-Passa Sete;0;0;0;0;0;0;2;0;0;0;0;0;0;0;28;4;3;0;0;0;37
Rs-Passo do Sobrado;2;5;3;0;4;3;1;1;2;1;5;8;7;6;4;0;0;1;0;0;53
Rs-Passo Fundo;2231;2053;2173;2031;2361;2481;2709;2969;2827;2919;3003;2362;1957;1508;1466;1170;783;797;715;809;39324
Rs-Paulo Bento;0;0;0;0;1;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;7
Rs-Paverama;57;86;5;14;15;37;0;2;8;4;2;1;0;0;0;0;0;0;1;4;236
Rs-Pedras Altas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3
Rs-Pedro Osorio;3;1;1;1;2;2;8;15;13;25;39;46;3;0;1;0;1;0;0;3;164
Rs-Pejucara;0;0;0;0;0;0;2;3;0;0;7;2;0;0;11;0;0;1;0;0;26
Rs-Pelotas;3024;2438;2346;2956;2858;2908;3428;4136;3958;4094;4205;4060;3002;2411;1990;2389;1828;1703;2136;2478;58348
Rs-Picada Cafe;6;3;1;7;7;7;1;0;1;7;6;7;9;32;22;13;2;3;3;3;140
Rs-Pinhal;85;93;91;81;68;54;69;62;83;81;68;59;79;99;81;72;54;20;0;0;1299
Rs-Pinhal da Serra;5;1;4;2;1;1;1;0;0;0;1;0;0;0;24;26;604;1503;2207;1996;6376
Rs-Pinhal Grande;11;5;4;2;6;6;5;4;16;31;61;41;4;6;0;0;0;0;0;0;202
Rs-Pinheirinho do Vale;18;13;13;15;16;13;13;23;23;27;33;17;2;8;0;0;4;0;0;0;238
Rs-Pinheiro Machado;9;2;0;0;10;30;12;13;2;0;53;90;21;18;18;12;16;0;3;5;314
Rs-Pinto Bandeira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs - Pinto Bandeira;0;0;0;0;2;7;4;3;0;0;0;0;0;0;0;0;0;0;0;0;16
Rs-Pirapo;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;5
Rs-Piratini;3;6;3;9;3;9;5;6;9;21;16;7;23;29;69;10;5;0;4;23;260
Rs-Planalto;7;7;11;15;17;13;19;20;9;14;89;67;78;29;42;25;34;19;19;27;561
Rs-Poco das Antas;9;7;7;7;6;6;5;5;4;6;2;2;2;1;0;1;3;4;5;5;87
Rs-Pontao;4;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
Rs-Ponte Preta;1;1;0;0;1;1;0;0;0;21;0;2;0;0;3;0;1;1;2;5;39
Rs-Portao;1273;1291;927;936;683;807;877;916;815;823;824;869;627;722;1419;1008;779;731;635;514;17476
Rs-Porto Alegre;22030;24181;24277;27720;26820;30263;33477;37837;37783;37594;37046;34926;30983;28366;22117;19035;20294;19277;18001;18822;550849
Rs-Porto Lucena;0;1;1;2;0;1;2;0;1;6;35;40;0;0;6;0;0;0;0;0;95
Rs-Porto Maua;5;3;0;7;3;0;0;0;0;1;1;4;4;0;0;0;0;2;3;0;33
Rs-Porto Vera Cruz;1;1;1;0;1;2;4;15;15;13;4;1;0;0;0;0;0;0;0;0;58
Rs-Porto Xavier;22;26;25;16;7;4;7;20;21;16;21;14;17;12;9;0;4;10;13;3;267
Rs-Pouso Novo;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;6;2;15
Rs-Presidente Lucena;0;0;0;0;0;0;3;1;0;1;0;47;0;0;0;0;0;0;0;0;52
Rs-Progresso;11;6;4;2;8;6;6;9;9;12;8;11;3;3;0;0;0;5;1;1;105
Rs-Protasio Alves;1;1;2;2;12;13;1;2;1;0;0;0;0;0;0;0;0;0;0;0;35
Rs-Putinga;3;0;0;1;1;1;1;5;5;0;1;1;0;5;3;0;0;0;0;2;29
